title,artist,filename,genre
Liquid Frequencies (Liquid Soul Mix),Liquid Soul,Liquid Soul - Liquid Frequencies (Liquid Soul Mix).mp3,"jazz funk, acid jazz, future jazz, broken beat, hip hop"
Sublime Ensoñación,Barbarito Diez,Barbarito Diez - Sublime Ensoñación.mp3,"charanga, latin, latino, tropical, cuban"
Airheads! (Remastered),Sweet,Sweet - Airheads! (Remastered).mp3,"glam rock, hard rock, pop rock, dance pop, uk garage"
The Tide Is High - Original,John Holt,John Holt - The Tide Is High - Original.mp3,"lovers rock, roots reggae, rock steady, reggae, dancehall"
For Your Eyes Only (Remastered),Pinchers,Pinchers - For Your Eyes Only (Remastered).mp3,"dancehall, reggae, roots reggae, dub, lovers rock"
Banana Man,C.J. Chenier,C.J. Chenier - Banana Man.mp3,"zydeco, world music, folk rock, blues, reggae"
Don't Leave,Everyday Sunday,Everyday Sunday - Don't Leave.mp3,"post-grunge, christian rock, ccm, pop punk, chill-out"
Chocolate,Snow Patrol,Snow Patrol - Chocolate.mp3,"indie rock, rock, pop, alternative, alternative rock"
Travel Song (Reprise),Dora The Explorer,Dora The Explorer - Travel Song (Reprise).mp3,"goregrind, deathgrind, rapcore, brutal death metal, gothic metal"
Feelin You,DJ Spinn,DJ Spinn - Feelin You.mp3,"chicago house, dance music, los angeles, dj, chicago"
"Ye That Tempteth, Ye That Bequeth",Enslavement of Beauty,"Enslavement of Beauty - Ye That Tempteth, Ye That Bequeth.mp3","parody, black metal, melodic black metal, sympho black metal, speed metal"
God Will Make A Way,Janet Paschal,Janet Paschal - God Will Make A Way.mp3,"southern gospel, ccm, united states, spiritual, inspirational"
Motindo Na Yo Te,Franco,Franco - Motindo Na Yo Te.mp3,"soukous, afrobeat, rumba, highlife, zouk"
O Hiroteros Ehthros Mou,Peggy Zina,Peggy Zina - O Hiroteros Ehthros Mou.mp3,"modern laika, pop folk, greek, pop, folk"
He Put The Hurt On Me,Tina Britt,Tina Britt - He Put The Hurt On Me.mp3,"chicago blues, cool jazz, east coast blues, blues, jazz funk"
Midnight In Memphis,J.J. Cale,J.J. Cale - Midnight In Memphis.mp3,"blues-rock, country rock, folk rock, roots rock, southern rock"
This Time I Know,Theodis Ealey,Theodis Ealey - This Time I Know.mp3,"soul blues, blues, soul, urban, modern electric blues"
Enero en la playa (Edit),Facto Delafe y las flores azules,Facto Delafe y las flores azules - Enero en la playa (Edit).mp3,"trip hop, downtempo, hip pop, hip hop, indie pop"
Anillo de Compromiso,Antonio Bribiesca,Antonio Bribiesca - Anillo de Compromiso.mp3,"guitar, mexico, classical, traditional, mexican"
Spark,Souls of Mischief,Souls of Mischief - Spark.mp3,"jazz rap, hip hop, broken beat, old school hip hop, rap"
Talk About Us,Jennifer Lopez,Jennifer Lopez - Talk About Us.mp3,"dance pop, pop, latin, urban, latin pop"
Welcome 2 Detroit (Album Version Explicit),Trick Trick,Trick Trick - Welcome 2 Detroit (Album Version Explicit).mp3,"bass music, hip hop, gangster rap, rap, electronic"
A Costa De Galicia,Sharon Shannon,Sharon Shannon - A Costa De Galicia.mp3,"flamenco, gaita, future jazz, celtic, symphonic metal"
Yippiyo-Ay,The Presets,The Presets - Yippiyo-Ay.mp3,"dance rock, techno, psychedelic, club dance, sydney"
Punchdrunk,Béla Fleck,Béla Fleck - Punchdrunk.mp3,"bluegrass, chill-out, jam band, newgrass, jazz fusion"
Morena Boca De Ouro,Jongo Trio,Jongo Trio - Morena Boca De Ouro.mp3,"bossa nova, brazilian pop music, samba, easy listening, jazz"
Smooth Operator (2011 Remastered),Sade,Sade - Smooth Operator (2011 Remastered).mp3,"quiet storm, jazz, rock, soul, urban"
Shake Some Action,Cracker,Cracker - Shake Some Action.mp3,"roots rock, country rock, hard rock, alternative country, rock 'n roll"
Ascolta mio Dio,The Charms,The Charms - Ascolta mio Dio.mp3,"bubblegum pop, rock steady, ska, alternative hip hop, pop rap"
Follow Your Dreams (The Plan Album Version),Raze,Raze - Follow Your Dreams (The Plan Album Version).mp3,"hip house, deep house, tech house, hip hop, italian disco"
Destroy Babylon,Bad Brains,Bad Brains - Destroy Babylon.mp3,"hardcore punk, reggae, hard rock, rock, punk"
"Massenet: Hérodiade, Act 1: ""Celui dont la parole efface toute peine"" - Air. ""Il est doux, il est bon"" (Salomé)",Elsa Dreisig,"Elsa Dreisig - Massenet_ Hérodiade, Act 1_ _Celui dont la parole efface toute peine_ - Air. _Il est doux, il est bon_ (Salomé).mp3","latin jazz, jazz funk, salsa, jazz, garage rock"
Gangster Of Love,Chris Farlowe,Chris Farlowe - Gangster Of Love.mp3,"blue-eyed soul, pop rock, british invasion, blues-rock, soft rock"
Baby You Got What It Takes - Original,Delroy Wilson,Delroy Wilson - Baby You Got What It Takes - Original.mp3,"rock steady, roots reggae, lovers rock, reggae, dub"
合久必婚 (合唱),李克勤,李克勤 - 合久必婚 (合唱).mp3,"cantonese pop, chinese music, easy listening, male vocalist, chinese"
Exaltation (Live Album Version),Matisyahu,Matisyahu - Exaltation (Live Album Version).mp3,"reggae, hip hop, alternative rock, rock, dancehall"
Nun singet und seid froh,Thomas Battenstein,Thomas Battenstein - Nun singet und seid froh.mp3,guitar
Sarah Yellin',3 Doors Down,3 Doors Down - Sarah Yellin'.mp3,"post-grunge, alternative metal, heavy metal, rock, alternative"
Alimony,Shaggy,Shaggy - Alimony.mp3,"reggae, dancehall, jamaica, kingston, pop"
Biloxi,Kenny Price,Kenny Price - Biloxi.mp3,"country rock, country blues, oldies, folk rock, pop rock"
Zalozhny,Arkona,Arkona - Zalozhny.mp3,"black metal, dark ambient, folk metal, symphonic rock, alternative metal"
Before the Aeons Came,Behemoth,Behemoth - Before the Aeons Came.mp3,"black metal, death metal, heavy metal, extreme metal, blackened death metal"
Two Tickets to Paradise (2022 Remaster),Eddie Money,Eddie Money - Two Tickets to Paradise (2022 Remaster).mp3,"pop rock, classic rock, soft rock, glam rock, rock"
On the Brink,Dinosaur Jr.,Dinosaur Jr. - On the Brink.mp3,"indie rock, rock, alternative, american underground, modern rock"
Sentimentos Desiguais,Candido,Candido - Sentimentos Desiguais.mp3,"latin jazz, disco, jazz funk, soul jazz, boogaloo"
Damit Du Dich in mich verliebst,Lara,Lara - Damit Du Dich in mich verliebst.mp3,"visual kei, chinese music, arabesque, eurobeat, hard trance"
Road Warrior's Lament,Dick van Altena,Dick van Altena - Road Warrior's Lament.mp3,"western swing, bluegrass, singer-songwriter, country, americana"
Red Orange Yellow (Album Version),The Photo Atlas,The Photo Atlas - Red Orange Yellow (Album Version).mp3,"dance-punk, dance rock, disco house, indie rock, pop punk"
Consuelate Como Yo,Los Van Van,Los Van Van - Consuelate Como Yo.mp3,"salsa, charanga, rumba, jazz funk, latin jazz"
Killing,The Rapture,The Rapture - Killing.mp3,"alternative dance, dance-punk, indie rock, disco, indietronica"
Rastafari Prophecy Version,Horace Andy,Horace Andy - Rastafari Prophecy Version.mp3,"roots reggae, lovers rock, dub, reggae, trip hop"
"Brother (Live at the Majestic Theatre, Brooklyn, NY - April 1996)",Alice In Chains,"Alice In Chains - Brother (Live at the Majestic Theatre, Brooklyn, NY - April 1996).mp3","grunge, alternative metal, heavy metal, hard rock, alternative rock"
Fernando,André Popp,André Popp - Fernando.mp3,"chanson, easy listening, jazz funk, europop, pop rock"
Empty Arms (1984 Version),Stevie Ray Vaughan & Double Trouble,Stevie Ray Vaughan & Double Trouble - Empty Arms (1984 Version).mp3,"texas blues, blues, blues-rock, modern electric blues, rock"
History,Michael Jackson,Michael Jackson - History.mp3,"motown, dance pop, funk, vocal, pop"
Winning friends,Prisma,Prisma - Winning friends.mp3,"gabba, progressive rock, progressive metal, electro, jazz rap"
Bounce N Break Yo Back,DJ Spinn,DJ Spinn - Bounce N Break Yo Back.mp3,"chicago house, dance music, los angeles, dj, chicago"
Drive By Music,OuterSpace,OuterSpace - Drive By Music.mp3,"hip hop, hardcore hip hop, chill-out, alternative hip hop, old school hip hop"
Ruby D.,Les Sexareenos,Les Sexareenos - Ruby D..mp3,"garage rock, indie rock, rock 'n roll, surf music, glam rock"
Fall Away into Darkness,The Balustrade Ensemble,The Balustrade Ensemble - Fall Away into Darkness.mp3,"trip hop, post rock, ambient, electronic, soundtrack"
Crimson & Clover,Tommy James & The Shondells,Tommy James & The Shondells - Crimson & Clover.mp3,"brill building pop, pop rock, psychedelic rock, classic rock, soft rock"
You Are God (Broken Album Version),Darwin Hobbs,Darwin Hobbs - You Are God (Broken Album Version).mp3,"religious music, r&b, gospel, hip hop, soul"
Xi Guan Liang Ge Ren,Jerry Yan,Jerry Yan - Xi Guan Liang Ge Ren.mp3,"chinese music, cantonese pop, chinese, boy band, mandarin"
"Que cosas, Que Cosas",Gloria Lasso,"Gloria Lasso - Que cosas, Que Cosas.mp3","europop, chanson, pop rock, downtempo, latin"
San Xuan,Hevia,Hevia - San Xuan.mp3,"folk rock, celtic fusion, trip hop, tribal house, british pop"
Brokÿn Nëedle (Album Version),Ultimate Fakebook,Ultimate Fakebook - Brokÿn Nëedle (Album Version).mp3,"power pop, emo, pop punk, pop rock, alternative rock"
Blues,Terry Callier,Terry Callier - Blues.mp3,"soul jazz, future jazz, smooth jazz, acid jazz, jazz funk"
"It Has Been A Long Time, Hasn't It",Anubis Spire,"Anubis Spire - It Has Been A Long Time, Hasn't It.mp3","progressive rock, hard rock, rock, religious music, opera"
Outro Duction,Marcus Miller,Marcus Miller - Outro Duction.mp3,"jazz funk, soul jazz, smooth jazz, funk, jazz fusion"
Risen from Within,Astarte,Astarte - Risen from Within.mp3,"black metal, sympho black metal, melodic black metal, blackened death metal, extreme metal"
A Hard Road,John Mayall & The Bluesbreakers,John Mayall & The Bluesbreakers - A Hard Road.mp3,"blues-rock, chicago blues, harmonica blues, electric blues, blues"
Glo-Billy-Vee-Vee (Instrumental),Beaver Harris,Beaver Harris - Glo-Billy-Vee-Vee (Instrumental).mp3,"free jazz, jazz, avant-garde, post-bop, orchestra"
Humppa,Eläkeläiset,Eläkeläiset - Humppa.mp3,"parody, german pop, rock, humppa, blues"
Hear All Creation (In Christ Alone Album Version),Margaret Becker,Margaret Becker - Hear All Creation (In Christ Alone Album Version).mp3,"freakbeat, british invasion, garage rock, psychedelic rock, rock 'n roll"
Isn't That Just Like God (Low Key Performance Track Without Background Vocals),Babbie Mason,Babbie Mason - Isn't That Just Like God (Low Key Performance Track Without Background Vocals).mp3,"ccm, southern gospel, female vocalist, christian, gospel"
Sacrifice for the Slaughtergod,Skeletonwitch,Skeletonwitch - Sacrifice for the Slaughtergod.mp3,"speed metal, black metal, heavy metal, blackened death metal, melodic black metal"
La boîte à hein biloute (Sonnerie),Blingtones,Blingtones - La boîte à hein biloute (Sonnerie).mp3,"turnablism, hip hop"
Oh Oh Oh Baby,Checkers,Checkers - Oh Oh Oh Baby.mp3,"j pop, rock 'n roll, jrock, hip hop, rap"
Neon Rainbow,The Box Tops,The Box Tops - Neon Rainbow.mp3,"blue-eyed soul, pop rock, blues-rock, beach music, soft rock"
Pass Through My Will,John Michael Talbot,John Michael Talbot - Pass Through My Will.mp3,"ccm, christian rock, religious music, christian music, easy listening"
Christina Christina Blues,Champion Jack Dupree,Champion Jack Dupree - Christina Christina Blues.mp3,"piano blues, new orleans blues, country blues, swamp blues, blues"
Mele Wich Ayee (Shaan Remix),Bally Sagoo,Bally Sagoo - Mele Wich Ayee (Shaan Remix).mp3,"bhangra, downtempo, dub, trip hop, pop rap"
Faithful and True (Collectors Version),Z.Z. Hill,Z.Z. Hill - Faithful and True (Collectors Version).mp3,"soul blues, southern soul, blues, disco, funk"
Le zoo de Vincennes (Live),Bénabar,Bénabar - Le zoo de Vincennes (Live).mp3,"chanson, pop rock, ballad, blues-rock, frenchcore"
Adiós... Borrón y Cuenta Nueva,Los Iracundos,Los Iracundos - Adiós... Borrón y Cuenta Nueva.mp3,"latin pop, classic rock, latin, latino, pop"
Jimi Baby (Live),Slightly Stoopid,Slightly Stoopid - Jimi Baby (Live).mp3,"ska punk, reggae, dub, rock, psychedelic"
I Worship You,True Believers,True Believers - I Worship You.mp3,"melodic hardcore, hip hop, dark ambient, rock, punk"
Full Of Voices,Maximilian Hecker,Maximilian Hecker - Full Of Voices.mp3,"chamber pop, ballad, noise pop, deep house, electro"
Don't Go Knockin' on My Door,Britney Spears,Britney Spears - Don't Go Knockin' on My Door.mp3,"dance pop, teen pop, pop rock, electropop, adult contemporary"
Escuchame,Carlos Ponce,Carlos Ponce - Escuchame.mp3,"male vocalist, latin pop, latin, pop, spanish"
Si No Te Hubieras Ido,Charlie Cruz,Charlie Cruz - Si No Te Hubieras Ido.mp3,"salsa, latin pop, male vocalist, latin, los angeles"
Sending A Message,Colin James,Colin James - Sending A Message.mp3,"blues, blues-rock, ballad, big band, classic rock"
Lunes Por La Madrugada,Los Abuelos de la Nada,Los Abuelos de la Nada - Lunes Por La Madrugada.mp3,"rock, alternative, latin, new wave, blues"
6 6 6,Ziggy Marley & The Melody Makers,Ziggy Marley & The Melody Makers - 6 6 6.mp3,"reggae, pop, roots reggae, island music, contemporary reggae"
Something's Missing,John Mayer,John Mayer - Something's Missing.mp3,"rock, pop, acoustic, ballad, blues"
Wiggle (feat. Snoop Dogg),Jason Derulo,Jason Derulo - Wiggle (feat. Snoop Dogg).mp3,"chicago soul, chicago blues, soul blues, southern soul, blues-rock"
Barrage,Charles Williams,Charles Williams - Barrage.mp3,"latin jazz, free jazz, jazz, improvisational, funk"
My Heart Went That-A-Way,Roy Rogers,Roy Rogers - My Heart Went That-A-Way.mp3,"western swing, country gospel, blues-rock, disco, classic country"
Melodioso,Tom Barabas,Tom Barabas - Melodioso.mp3,"meditation, electronic, modern classical, instrumental, piano"
Girls Girls,Pinchers,Pinchers - Girls Girls.mp3,"dancehall, reggae, roots reggae, dub, lovers rock"
The Epi-Pen,Alexandre Desplat,Alexandre Desplat - The Epi-Pen.mp3,"soundtrack, ballad, film score, chill-out, easy listening"
Judge Boushay Blues,Furry Lewis,Furry Lewis - Judge Boushay Blues.mp3,"country blues, delta blues, piedmont blues, blues, memphis blues"
Pacific Coast Remix,DJ Quik,DJ Quik - Pacific Coast Remix.mp3,"gangster rap, hip hop, g funk, broken beat, trip hop"
She Wolf,Shakira,Shakira - She Wolf.mp3,"dance pop, pop, latin, urban, adult contemporary"
Sabotage,Cancer Bats,Cancer Bats - Sabotage.mp3,"southern rock, post-hardcore, hardcore punk, hardcore, metal"
Shang Zhui Ren,Miriam Yeung,Miriam Yeung - Shang Zhui Ren.mp3,"cantonese pop, chinese music, soundtrack, female vocalist, pop"
Fool for Your Loving (2009 Remaster),Whitesnake,Whitesnake - Fool for Your Loving (2009 Remaster).mp3,"blues-rock, heavy metal, hard rock, rock, england"
Hel Vete,Finntroll,Finntroll - Hel Vete.mp3,"heavy metal, viking metal, folk rock, black metal, progressive trance"
People of Cloud Nine,UMAN,UMAN - People of Cloud Nine.mp3,"chill-out, psychedelic trance, goa, downtempo, ambient"
Complainin',Sophie Tucker,Sophie Tucker - Complainin'.mp3,"vaudeville, easy listening, cabaret, country blues, gypsy jazz"
Away In A Manger,Lara & Reyes,Lara & Reyes - Away In A Manger.mp3,"latin jazz, smooth jazz, flamenco, world fusion, soft rock"
You Say Keep It Gangsta (feat. Butch Cassidy & Sharissa) (Album Version),Wyclef Jean,Wyclef Jean - You Say Keep It Gangsta (feat. Butch Cassidy & Sharissa) (Album Version).mp3,"hip hop, reggae, rap, urban, east coast rap"
"Baat Ban Jaye (From ""Qurbani"")",Biddu,Biddu - Baat Ban Jaye (From _Qurbani_).mp3,"disco, italian disco, funk, chanson, easy listening"
Dornröschen war ein schönes Kind - Karaoke (Karaoke),Frederik,Frederik - Dornröschen war ein schönes Kind - Karaoke (Karaoke).mp3,"tech house, hardstyle, hard trance, deep house, progressive house"
Guardian Angel,Novaspace,Novaspace - Guardian Angel.mp3,"trance, hard trance, hard house, europop, progressive house"
Mas P**',George Lopez,George Lopez - Mas P__'.mp3,"california, stand-up comedy, comedy, funny, spoken word"
Rock the Spot,Blackalicious,Blackalicious - Rock the Spot.mp3,"hip hop, trip hop, alternative hip hop, chill-out, future jazz"
Broken Heart,Conway Twitty,Conway Twitty - Broken Heart.mp3,"country, country music, traditional country, countrypolitan, rockabilly"
Use Me ('97 Remix),Far Too Jones,Far Too Jones - Use Me ('97 Remix).mp3,"alternative rock, alternative pop rock, rock, ballad, alternative"
In de Dance Again,Mighty Diamonds,Mighty Diamonds - In de Dance Again.mp3,"roots reggae, rock steady, ska, reggae, dub"
El Corcovado (The Wood-Quail),Los Gaiteros de San Jacinto,Los Gaiteros de San Jacinto - El Corcovado (The Wood-Quail).mp3,"cumbia, gaita, folk, vallenato, world"
Aquel Mundo De Amor,Pablo Montero,Pablo Montero - Aquel Mundo De Amor.mp3,"ranchera, mariachi, latin pop, brutal death metal, screamo"
Pop A Cap In Yo' Ass (Full Mix),Ben Watt,Ben Watt - Pop A Cap In Yo' Ass (Full Mix).mp3,"progressive house, funky house, deep house, club, chill-out"
Destination Eschaton (Hardfloor Vocal Mix),The Shamen,The Shamen - Destination Eschaton (Hardfloor Vocal Mix).mp3,"tech house, techno, progressive house, breakbeat, pop rap"
Auf der Mundharmonika,Marlene Dietrich,Marlene Dietrich - Auf der Mundharmonika.mp3,"chanson, german pop, cabaret, ballad, smooth jazz"
Prayer (feat. T.O. Da Goat),Yavid,Yavid - Prayer (feat. T.O. Da Goat).mp3,"hip hop, rap, american, horror music, east coast rap"
Careful In Career,Simple Minds,Simple Minds - Careful In Career.mp3,"new wave, classic rock, rock, pop, alternative"
Gib deinem Herzen ein Zeichen (Radio Mix),Jenney,Jenney - Gib deinem Herzen ein Zeichen (Radio Mix).mp3,"german pop, los angeles, tango, samba, bolero"
Don't Stop The Music,Rihanna,Rihanna - Don't Stop The Music.mp3,"dance pop, dancehall, hip hop, ballad, pop rock"
Swing Swang (Dirty),Naughty By Nature,Naughty By Nature - Swing Swang (Dirty).mp3,"gangster rap, rap, east coast rap, funk, classic"
