Song,Genre,Cluster,Confidence,LogLikelihood,PCA1,PCA2
Call To Preserve - Now And Forever,straight edge,3,1.0,161.63942,0.4592815,3.160699
Call To Preserve - Open your Eyes,straight edge,3,1.0,163.10619,0.057209495,2.4829853
Cam'Ron - Bubble Music,hip hop,0,1.0,142.65399,3.0632503,1.2367351
Cam'Ron - Come Home With Me (Album Version Edited),hip hop,0,1.0,149.14188,2.335144,0.16763762
Cam'Ron - I'm A Chicken Head (Skit) (Album Version Explicit),hip hop,0,1.0,117.54467,2.1109145,-3.6026204
Cam'Ron - Losing Weight Part 2,hip hop,0,1.0,145.23022,2.5687823,-0.098137066
Cam'Ron - Shake (Album Version Explicit),hip hop,0,1.0,135.81761,5.889807,-0.20809728
Camp Lo - Black Connection 3,pop rap,3,1.0,160.7236,1.3531878,-0.9548707
Camp Lo - Sparkle,pop rap,3,0.9983077,143.58467,4.4474015,-1.1480906
Camp Lo - Uptown,pop rap,3,1.0,162.792,1.4787234,-0.42733303
Cancer Bats - Dead Wrong,southern rock,3,1.0,165.83662,-0.8749045,2.1799014
Cancer Bats - Sabotage,southern rock,3,1.0,170.24397,-0.6664829,1.6743044
Candido - Sentimentos Desiguais,latin jazz,1,1.0,146.89455,1.6342579,1.3002334
Candy Lo - Ma Zui,chinese music,3,1.0,154.36067,-0.21686578,0.054780073
Candy Lo - Si Lu,chinese music,3,1.0,162.60068,0.02396671,0.12664983
Cannon's Jug Stompers - Heart Breakin' Blues,jug band,3,1.0,157.40009,-2.5607986,0.24061191
Cannon's Jug Stompers - Mule Get Up In The Alley,jug band,3,1.0,160.83363,-2.679816,-0.8648279
Cantara - Ubi Caritas,chill-out,3,1.0,157.52429,0.05046896,0.4151118
Capelton - Bumbo Red,dancehall,3,1.0,156.68358,2.9735682,-1.8333869
Capital Tax - Givin' It Back,hip hop,0,1.0,151.4039,2.1313977,-1.0072806
Capital Tax - Slide In - Slide Out,hip hop,0,1.0,142.02988,1.8778147,-0.32498503
Capleton - Cry For Love,dancehall,3,1.0,158.06036,3.5845892,-1.6520447
Capleton - Raggy Road,dancehall,3,1.0,153.568,2.9443498,-0.9313531
Capleton - Say Yeah,dancehall,3,1.0,160.0454,2.4899118,-0.14167908
Capleton - When Me A Move,dancehall,3,0.99870384,151.0457,3.5609753,-2.1645675
Capone-N-Noreaga - Beef,gangster rap,3,0.6265962,145.84698,4.6494474,-1.666497
Captain Beefheart & His Magic Band - On Tomorrow (Instrumental),blues-rock,1,1.0,148.86725,-0.5368998,-0.558715
Captain Hollywood Project - All I Want (Radio Mix),dance pop,1,1.0,145.05516,2.6957996,-0.027785063
Captain Hollywood Project - Find Another Way (Single Mix),dance pop,4,1.0,141.93648,0.4492912,2.2921758
Captain Hollywood Project - The Way Love Is (Extended Mix),dance pop,4,1.0,134.63618,1.1154224,2.4907205
Captain Planet - Thirst No More,post-grunge,0,1.0,139.24509,3.4077694,-1.7400805
Caramell - Expolodera (som dynamit),bubblegum dance,3,1.0,159.81296,1.1973909,1.7510468
Cardenales del Exito - Lole Lolaila,gaita,3,1.0,162.42859,1.0542079,1.5693141
Cargo Cult - Helium,noise rock,3,1.0,161.98521,0.97407645,-1.1428491
Carl Belew - Am I That Easy To Forget,rockabilly,3,1.0,166.5097,-1.4758223,-0.80799663
Carl Crack - Dogon,broken beat,3,0.99943554,141.46388,-0.37219864,-1.0029501
Carl Crack - Sonnenfreunde,broken beat,3,1.0,158.23482,-3.1797626,1.3555093
Carl Davis - Cranford_ Chez Holbrook,chicago soul,3,1.0,151.21576,-4.392959,-1.095288
Carl Davis - Cranford_ Deborah's Vigil,chicago soul,0,1.0,120.02753,-3.5898457,-1.3452885
Carl Davis - Resolutions from The Long Day Closes (Voice),chicago soul,3,1.0,151.2135,-4.8829794,-1.3753566
Carl Smith - I Wonder Where You Are Tonight,honky tonk,3,1.0,161.92528,-0.054714415,0.045220084
Carl Smith - If I Couldn't Hold Back The Dawn,honky tonk,3,1.0,141.6832,-1.0103221,-1.6788946
Carl Smith - If You Don't Somebody Else Will,honky tonk,3,1.0,160.62741,-1.3271228,-0.75850487
Carlene Carter - Loose Talk (feat. Carl Smith),honky tonk,3,1.0,156.42915,-0.3161119,-1.3946161
Carlos Baute - Angelito (Directo 09),cumbia,3,1.0,164.94794,0.88173187,1.7777396
Carlos Baute - Estás hecha para mí (Directo 09),cumbia,3,1.0,162.4242,0.17320919,1.9721459
Carlos Baute - Pobre diabla (Directo 09),cumbia,3,1.0,158.63432,1.1245339,1.1220163
Carlos Baute - Te extraño porque te extraño (Directo 09),cumbia,3,1.0,159.63907,-0.53285813,1.2678503
Carlos Embales - A Una Mamita,rumba,3,0.999939,151.36406,0.12788922,-2.4218373
Carlos Jiménez - La Vida (Jp Candela & Vlada Asanin),latin jazz,1,1.0,110.72797,3.0173283,-5.127046
Carlos Ponce - Decir Adios,male vocalist,3,1.0,162.43039,-0.47460496,-0.23981698
Carlos Ponce - Escuchame,male vocalist,3,1.0,161.34651,1.1280578,1.858603
Carlos Ponce - Quiero Mas,male vocalist,3,1.0,159.9705,0.09217595,0.28115088
Carlos Ponce - Todo Lo Que Soy,male vocalist,3,1.0,171.31215,0.18747264,0.67360914
Carlos Vives - Cancion De Amor Eterno,vallenato,3,1.0,158.67911,-0.77365756,-1.6618701
Carlos Vives - Si Es Que Te Vas,vallenato,3,1.0,165.18506,-0.6382402,0.12896451
Carlton Livingston - Slow Down,reggae,3,0.99998474,153.19078,-0.83492774,-1.7516413
Carlton Pearson - This Train (Live),ccm,4,1.0,150.84856,-0.09930206,1.014312
Carman - Let The Church Rise (feat. Commissioned & The Christ Church Choir),ccm,4,1.0,148.47046,-0.89626414,0.36321208
Carman - The Same God (feat. Commissioned & The Christ Church Choir),ccm,4,1.0,150.44981,-0.14670408,0.55217505
Carole Fredericks - Des vôtres,chanson,4,1.0,144.39764,-0.18224023,1.0391326
Carolyn Arends - Happy,ccm,4,1.0,145.14613,0.68690467,0.46083885
Carolyn Arends - Last Thursday (Call Me Crazy),ccm,4,1.0,150.83318,-0.2825306,1.703374
Carpenters - An Old Fashioned Christmas,soft rock,3,1.0,165.5311,-3.2489262,-0.5965085
Carroll Thompson - Change,lovers rock,3,1.0,154.4996,1.0450158,-1.8672168
Carroll Thompson - Show Some Love Where Is The Love feat. MackaB,lovers rock,3,1.0,156.31795,3.2247815,0.78580904
Cartel - Georgia,progressive rock,3,1.0,161.52536,-0.52178323,2.6961102
Casa Bulga - Afraid Of Change (Tribal Vocal Mix),tribal house,3,0.993915,147.64769,4.837709,-1.274455
Casey Bill Weldon - I'se Just a Bad Luck Man,chicago blues,3,1.0,164.09161,-3.5214179,-1.2044115
Casey Bill Weldon - New Round And Round,chicago blues,3,1.0,156.6071,-3.250266,-1.7511938
Casey Lee Williams - Trapdoor,breakbeat,3,0.6795724,145.94107,2.4622612,-1.7243681
Cash Cobain - Hoes Be Mad,electro,3,1.0,145.45132,1.6721333,0.13455756
Casiotone for the Painfully Alone - Attic Room,trip hop,3,1.0,159.83842,-1.3087698,-0.02163603
Casiotone for the Painfully Alone - Dying Batteries,trip hop,3,1.0,157.91422,-3.8506634,-1.5769353
Casiotone for the Painfully Alone - Happy Mother's Day,trip hop,2,1.0,122.61624,-1.9573834,-1.2832825
Casiotone for the Painfully Alone - Nashville Parthenon,trip hop,0,1.0,130.39102,5.428491,-3.2244556
Casiotone for the Painfully Alone - Rice Dream Girl,trip hop,3,1.0,133.44884,-0.7284652,1.861238
Casiotone for the Painfully Alone - Town Topic (Instrumental),trip hop,3,1.0,166.32587,-0.67013425,0.10306321
Casiotone for the Painfully Alone - White Jetta,trip hop,3,1.0,157.74301,1.7209688,0.14922956
Caspa - Back to '93,dubstep,3,0.99681604,151.55125,0.69280714,-0.8470173
Caspa - Power Shower,dubstep,3,1.0,143.60364,1.1737745,0.047146775
Caspian - The Dropsonde,space rock,2,1.0,127.3909,-4.6475234,-0.19504319
Cass Fox - Touch Me (Mike Koglin vs. Jono Grant Remix),vocal house,0,1.0,126.43616,2.5284069,-0.86429054
Cassidy - Hotel (feat. R.Kelly),pop rap,3,1.0,160.21231,2.6624963,-0.041006178
Cassidy - I Get My Paper (feat. Swizz Beatz),pop rap,3,1.0,166.70139,2.7583745,-0.4111447
Cassidy - Take It (Dirty),pop rap,3,1.0,164.3471,2.7420645,-0.14023273
Cassie - Long Way 2 Go (Friscia & Lamboy Club),r&b,0,0.9982468,148.62218,4.6808357,-1.1190736
Cast Of The Motion Picture Rent - Love Heals (Bonus Track),chicago soul,3,1.0,169.2504,-0.40859663,0.90468496
Casual - Bailando,hip hop,0,1.0,136.72528,-0.9863357,-1.2078328
Casual - I Believe,hip hop,0,1.0,144.0769,0.89997804,-1.9091316
Casual - I Didn't Mean To,hip hop,0,1.0,144.74118,0.32800752,-1.3787898
Casual - Oaktown (remix),hip hop,0,1.0,143.99275,5.802109,-2.2354157
Cate Brothers - Am I Losing You,roots rock,3,1.0,165.94342,0.43680477,-0.92432016
Cate Brothers - There Goes The Neighborhood,roots rock,3,1.0,165.52216,0.38894233,-0.6904633
Catherine Howe - Going Home,chill-out,3,0.9999084,151.42072,-1.1873446,-0.7249176
Catherine Howe - White Winter Hymnal,chill-out,3,1.0,155.98196,0.21395284,0.0151873985
Catherine King_Matthew Schwinghammer_The American Boychoir - Trois Noëls québècois (trad)_ Gabriel,j pop,2,0.9998474,130.8603,-3.6391194,-2.4783108
Catia Werneck - Himalaya Dreams,bossa nova,3,1.0,165.24368,0.17775302,-1.2973751
Cats In Boots - Shotgun Sally,glam metal,3,1.0,172.00705,-0.16725573,2.5761833
Catupecu Machu - A Veces Vuelvo,electro rock,3,1.0,162.66855,0.8665076,1.5114028
Catupecu Machu - Abstracto,electro rock,3,1.0,166.74097,-1.9184463,1.5633653
Cauda Pavonis - Juggernaut,new wave,3,1.0,166.48833,-0.5818813,2.0906706
Cauterize - Shooting Stars,pop punk,3,1.0,168.48807,-1.1331767,2.1655214
CeCe Winans - Because Of You,ccm,4,1.0,146.64478,-1.090414,-0.34916702
CeCe Winans - Come On Back Home,ccm,1,1.0,147.96054,1.0100507,0.11192884
CeCe Winans - Life,ccm,1,1.0,140.52061,2.456809,-0.11446214
CeCe Winans - The Wind (Tears For You),ccm,4,1.0,149.13852,0.04905331,-0.770724
Celeste - Time Will Tell,dub,3,1.0,165.03598,-0.7230525,-0.035682037
Cerati-Melero - Marea De Venus,electronica,3,1.0,170.38084,0.19277695,1.3821676
Chacho D Vega - Meteorito,neo soul,0,1.0,120.6904,10.25333,-4.4167747
Chaka Demus & Pliers - Santa Barbara,dancehall,0,1.0,121.83618,3.5503974,-4.1101937
Champion Jack Dupree - Christina Christina Blues,piano blues,3,1.0,165.86734,-3.5598917,-2.0337706
"Champion Jack Dupree - One Scotch, One Bourbon, One Beer (Bonus Track)",piano blues,3,1.0,157.8762,0.78937316,0.23206888
Champion Jack Dupree - When I Left Home,piano blues,3,1.0,169.22995,-1.5277692,-0.31480646
Chango Spasiuk - Autores Anonimos,polka,3,1.0,141.16902,-1.7157902,-0.650669
Chango Spasiuk - Chamamé Crudo para Gabriel Villalba (Raw Chamamé Dedicated To Gabriel Villalba),polka,3,1.0,159.75504,-1.9938785,1.3140683
Chango Spasiuk - De Bombacha y Alpargatas,polka,3,1.0,155.42639,-1.3924493,0.33021647
Channel Live - Turn It Up,gangster rap,3,0.99992365,153.8367,2.715324,-0.657723
Chanta Vielma - Rio Grnade,mexico,3,1.0,157.86377,-1.4978315,-1.8574502
Chantal Chamandy - Zindegi,dance pop,1,1.0,149.35562,0.4607278,-0.25170296
Chantal Kreviazuk - In This Life,los angeles,3,1.0,159.33168,0.06728929,1.5304873
Chaotica - Hypergasm,industrial rock,3,0.89580625,138.37753,3.7390392,-0.4690933
Chaotica - I Stand Erected,industrial rock,3,0.999939,156.23091,1.2704601,1.949521
Chaotica - Lobotomy,industrial rock,3,1.0,157.90584,0.6844361,2.6657636
Charanga De La 4 - Clavelitos,charanga,3,1.0,165.99185,0.8026771,-0.3902024
Charanga Forever - Tumba Tumba,salsa,3,1.0,158.24307,1.8181996,1.4781458
Charles Aznavour - Tant que l'on s'aimera,dub,3,1.0,166.49428,-0.65589577,-0.14315471
Charles Williams - Barrage,latin jazz,4,1.0,136.4846,-3.5125883,0.12810053
Charles Williams - From the East,latin jazz,4,1.0,144.72728,-3.2514963,-0.20302184
Charles Williams - Gossamer,latin jazz,1,1.0,142.56563,-3.524453,-1.0535458
Charles Williams - They Ride By Night,latin jazz,4,1.0,144.26001,-1.7555614,1.1809467
Charles Williams And His Orchestra - Portrait Of Clare from the film 'Portrait Of Clare',latin jazz,4,1.0,135.28838,-4.8412266,-1.1690464
Charley Patton - 34 Blues,delta blues,3,1.0,142.76299,-3.529888,-3.2982051
Charley Patton - Circle Round The Moon,delta blues,3,1.0,153.79922,-4.5123634,-0.6462203
Charley Patton - Mississippi Boweavil Blues,delta blues,3,1.0,159.72134,-3.2028956,-0.23903215
Charley Patton - Moon Going Down,delta blues,3,1.0,161.51495,-2.5848732,-1.6364653
Charley Pride - (I'm So) Afraid of Losing You Again,honky tonk,3,1.0,164.61137,-1.3177367,-1.0845789
Charley Pride - Help Me Make It Through The Night (Live),honky tonk,3,1.0,163.5238,-2.6457458,-0.73228514
Charley Pride - Let the Chips Fall,honky tonk,3,1.0,168.44958,-2.0300791,-0.0682305
Charlie Brown Jr. - Proibida Pra Mim (Grazon) (Ao Vivo),brazilian pop music,3,1.0,144.63435,-2.5864255,-0.5236453
Charlie Byrd - Chim Chim Cheree,bossa nova,3,1.0,161.79492,-2.055407,-0.51801366
Charlie Byrd - Choro II (Instrumental),bossa nova,3,1.0,159.86153,-2.0632272,-1.939354
Charlie Byrd - How Insensitive (Album Version),bossa nova,3,1.0,158.68823,-2.807442,-2.3948832
Charlie Byrd - It Don't Mean A Thing (If It Ain't Got That Swing) (Live),bossa nova,3,1.0,160.10835,-1.2964712,-1.365961
Charlie Byrd - Sarambeque,bossa nova,3,1.0,155.4798,-0.71375394,-1.4026144
Charlie Byrd - Speak Low (Album Version),bossa nova,3,1.0,150.84267,-0.10588025,-2.473391
Charlie Cruz - Si No Te Hubieras Ido,salsa,3,1.0,164.85574,2.68292,0.22561379
Charlie Cruz - Si Te Dicen Por Ahi,salsa,3,1.0,164.01306,1.5604454,1.0384446
Charlie Haden - American Dreams,free jazz,3,1.0,148.89713,-2.7319415,-1.2926339
Charlie Haden Quartet West - Alone Together,free jazz,3,1.0,141.54114,-2.2182982,-1.918939
Charlie Louvin - Just Between The Two Of Us,country gospel,3,1.0,163.33105,-1.3469096,-1.7038356
Charlie Louvin - Love And Wealth,country gospel,3,1.0,162.72993,-1.192401,-1.6983659
Charlie Louvin - See The Big Man Cry,country gospel,3,1.0,158.32187,-0.666439,-0.7665944
Charlie McCoy - Blue Yodel No. 1(T For Texas) (Album Version),country gospel,3,1.0,160.28923,-0.66640395,-0.881925
Charlie McCoy - Columbus Stockade Blues (Album Version),country gospel,3,1.0,160.79053,-0.31628668,-0.39434212
Charlie McCoy - Night Life (Album Version),country gospel,3,1.0,153.66713,-1.2296144,-0.6960749
"Charlie Parra Del Riego - Dragon Ball Metal Medley (Solid State Scouter Badrock Theme, Ultimate Battle Goku VS Jiren, Limit Break X Survivor, Ultra Instinct",hard trance,3,1.0,163.4744,-1.4659654,2.1444619
Charlie Peacock - Down In The Lowlands (Full Circle Album Version),ccm,1,1.0,150.3491,1.6376231,0.8028276
Charlie Peacock - Forgiveness (Love Life Album Version),ccm,4,1.0,148.8805,-0.28100473,-0.3999298
Charlie Peacock - Hot Night Downtown,ccm,4,1.0,146.66187,0.1977117,0.49947453
Charlie Peacock - Tears Falling Down,ccm,4,1.0,145.60785,0.7675954,1.3898906
Charlie Peacock - The Quality of Life,ccm,1,1.0,142.84749,0.54570895,0.132429
Charlie Peacock - The Way Of Love (West Coast Diaries Vol. 1 Album Version),ccm,1,1.0,150.68556,0.43929926,0.4295174
Charlie Rich - Nice 'N' Easy (Album Version),rockabilly,3,1.0,166.71454,-0.224803,-0.41743466
Charlie Walker - Pick Me Up On Your Way Down - Original,honky tonk,3,1.0,165.79352,-2.7777312,-0.5726551
Charlie Walker - That Little Ole Wine Drinker Me - Original,honky tonk,3,1.0,165.2552,-2.825462,-0.9237331
Charlot - GHOSTS,visual kei,3,1.0,161.38239,0.005173849,-0.9327383
Charlotte Cardin - Feel Good,eurodance,3,1.0,154.10635,1.4407194,-1.0343549
Charlotte Gainsbourg - IRM,pop,3,1.0,162.94794,-0.44020805,-0.7338983
Charlotte Gainsbourg - Le Chat du Café des Artistes,pop,3,1.0,161.56992,0.3067563,0.05795495
Charlotte Gainsbourg - Tel Que Tu Es,pop,3,1.0,170.73047,-1.9535902,-0.84415007
Charly García - Asesíname,pop rock,4,0.9379807,137.56772,0.45939973,-0.5848693
Charly García - Bancate Ese Defecto,pop rock,0,1.0,145.69858,1.2554333,-0.49766406
Charly García - Tango,pop rock,0,1.0,144.52307,-1.3060621,-0.8860778
Chase - Ten Tonne,breakbeat,3,0.9991458,153.70325,3.1872647,1.4446532
Chatelaine - Je me sens bien pasta fagioli,country rock,4,1.0,147.53145,0.7339912,0.57290566
Chavela Vargas - Una Noche Serena y Obscura,guitar,3,1.0,153.35316,-2.542982,-0.95661557
Chayce Beckham - This Ol' Rodeo,tejano,0,1.0,142.74252,0.07777971,0.073474795
Checkers - Can't Find My Sadie,j pop,3,1.0,160.98645,-1.4016159,-0.7199023
Checkers - Oh Oh Oh Baby,j pop,3,1.0,165.34259,-1.497882,-0.9168231
Chelsea - Decide,pop rock,0,1.0,147.93204,-0.50404227,1.054063
Chelsea - Right to Work,pop rock,4,0.597109,149.32227,-1.3225647,1.3575593
Cheo Feliciano - Juguete,salsa,3,1.0,164.4289,-0.13940798,0.3150508
Cheri Keaggy - The Cross That Bears His Name,ccm,4,1.0,144.12747,-1.4904729,-0.632146
Cherish The Ladies - The Shaskeen _ Gan Ainm,irish folk,3,1.0,151.52463,-3.720225,-0.9555536
Cherrelle - Into My Eyes,disco,3,1.0,166.24458,1.9885633,0.04248144
Cherrelle - Saturday Love,dance pop,4,1.0,142.18056,0.1625517,-0.48032236
Cherri V - Leave Me Be,neo soul,3,1.0,158.49629,2.4815903,-1.3613987
Chet Atkins - Bourree (Album Version),honky tonk,3,1.0,165.87933,-3.6178362,-0.5039644
Chet Atkins - Knucklebuster,honky tonk,3,1.0,161.6469,-0.9747909,-0.93576944
Chico - Have U Own Things,dirty south rap,3,0.9998779,156.237,3.4174325,-0.45331392
Chico Cesar - Feriado,brazilian pop music,0,1.0,143.67804,1.3879737,-1.4112183
Chico Hamilton - Autumn In New York,jazz funk,3,1.0,139.1539,-5.338669,-2.1660972
Chico Hamilton - Denise (Jeremy Carlstedt Funk Variation),jazz funk,3,0.9999695,156.84409,1.61122,-1.9338874
Chico Hamilton - Denise,jazz funk,0,1.0,123.4886,1.6120466,-1.3597955
Chico Rey & Paraná - Grande Esperança (Refroma Agrária),pop rap,3,1.0,168.49295,-0.20201923,0.6194526
Chimaira - The Flame,groove metal,3,1.0,168.27887,-0.08822987,2.641842
Choeur des Carmélites de France - Le cantique de Soeur Marie de la Trinité et de la Ste Face J'ai soif d'amour,dance rock,3,1.0,141.31755,-2.3678265,-0.66910714
Chorus Line - Mamma pettenami,show tunes,3,1.0,157.07903,-3.1820693,-1.169666
Chris Botti - When I Fall In Love (Live Audio from The Wilshire Theatre),ccm,4,1.0,142.79391,-2.5917397,0.04551882
Chris Brown - Famous Girl,r&b,3,1.0,163.65651,0.7333167,0.48357272
Chris Brown - Help Me,r&b,3,1.0,157.73497,2.129699,0.45195913
Chris Brown - I Love U,r&b,3,1.0,158.82446,0.25086638,0.4383823
Chris Brown - I.Y.A.,r&b,3,1.0,162.02115,1.1629597,0.01958827
Chris Brown - So Glad,r&b,3,1.0,160.16183,1.9042708,-0.24812368
Chris Brown - Talking Drum (Isea '95),r&b,3,1.0,146.1397,0.011234456,-1.2935078
Chris Camozzi - Sunday In Marin,smooth jazz,3,1.0,156.27063,1.0729936,-1.9085029
Chris Clark - If You Should Walk Away,motown,3,1.0,163.11244,-1.4501055,-0.26002315
Chris Eaton - All Or Nothing (Wonderful World Album Version),ccm,4,1.0,149.18747,-1.8860575,-0.5701039
"Chris Farlowe - Blues as Blues Can Get (Live, Crossroads Festival, 2006 Bonn)",blue-eyed soul,3,1.0,160.90569,0.061928518,-0.46662247
Chris Farlowe - Gangster Of Love,blue-eyed soul,3,1.0,161.78812,1.4837629,-0.40763196
Chris Farlowe - I Just Need Your Lovin' - Original,blue-eyed soul,3,1.0,159.97258,-0.55254567,-1.0899618
"Chris Farlowe - Paint It, Black (Stereo Version)",blue-eyed soul,3,1.0,162.8411,-0.665518,0.5109676
"Chris Farlowe - Paperman, Fly In The Sky - Original",blue-eyed soul,3,1.0,161.62367,0.34926787,0.46988153
Chris Farlowe - What You Gonna Do - Original,blue-eyed soul,3,1.0,168.42201,0.6066819,-0.40747085
Chris Jagger - Baby Is Blue,roots rock,3,1.0,169.28581,-0.672215,-0.46385902
Chris Jagger - Still Waters,roots rock,3,1.0,166.59244,-2.555079,-0.97774005
Chris Rea - Driving Home for Christmas,soft rock,3,1.0,162.60425,0.742094,-0.53826404
Chris Rea - Josephine (French Edit),soft rock,3,0.8906407,147.62666,3.5075169,-0.21241224
Chris Rea - Josephine,soft rock,3,1.0,158.90088,1.4309999,0.623858
Chris Rea - Who Do You Love,modern rock,3,0.99998474,155.7129,1.0415328,-1.1369132
Chris Standring - Fat Tuesday,smooth jazz,3,0.997242,148.86845,2.6585903,-1.6557091
Chris Standring - Say What!_!,smooth jazz,3,1.0,164.85075,-0.016831744,-1.0588701
Chris Standring - Through the Looking Glass,smooth jazz,3,1.0,155.52684,2.3722305,-2.2818005
Chris Vickery - Jokers and Thieves,jazz funk,3,1.0,166.07953,0.78705823,-0.40242657
Christian adam - Il a suffit d'une chanson d'amour,chanson,4,1.0,150.93918,-1.4197708,0.07004436
Christian Quast - Jugglin' Clown,tech house,0,1.0,133.59412,6.8770723,-4.7361016
Christie Hennessy - Rick’s Café,deep house,3,1.0,166.75589,-0.72213405,0.9176661
Christie Hennessy - Roll Back the Clouds,deep house,3,1.0,157.93729,-1.7862632,-1.5724664
Christie Hennessy - The All-Ireland,deep house,3,1.0,165.3702,-1.6414192,-0.59393
Christina Aguilera - Beautiful,dance pop,4,1.0,143.1799,-0.74327224,0.52737314
Christina Aguilera - Cruz,dance pop,4,1.0,148.95743,1.0736327,0.7034112
Christina Aguilera - Genio Atrapado,dance pop,1,1.0,139.98793,3.5183456,0.34464592
Christina Aguilera - Pero Me Acuerdo de Tí,dance pop,4,1.0,143.68869,0.11506827,-0.8749633
Christina Aguilera - Walk Away,dance pop,1,1.0,147.43333,0.94162774,-0.26260072
Christophe Beck - Main Title,electronica,3,1.0,152.73618,-4.9212027,-1.0509269
